"OBJECTID,C,10","AREA,N,19,11","PERIMETER,N,19,11","EL2004P020,N,19,11","STATE,C,2","COUNTY,C,50","FIPS,","STATE_FIPS,C,12","VOTE_DEM,","VOTE_REP,C,10","VOTE_OTH,C,11","PERCENT_DE,C,15","PERCENT_RE,C,15","PERCENT_OT,C,15","SYMBOL_COD,C,15","TOTAL_VOTE,"
4960,0.0004475532,0.094249313,4961,GA,McIntosh County,13191,13,2523,2837,19,46.9,52.7,0.4,4,5379
4978,0.0843942296,1.4581279147,4979,GA,Pierce County,13229,13,1234,4680,10,20.8,79,0.2,2,5924
4979,0.2562667773,2.2558628186,4980,AL,Covington County,1039,1,3423,11119,85,23.4,76,0.6,2,14627
4980,0.2563402573,2.0412821898,4981,TX,Irion County,48235,48,141,684,3,17,82.6,0.4,1,828
4981,0.2126744516,2.4113099412,4982,TX,Angelina County,48005,48,9302,18932,130,32.8,66.7,0.5,3,28364
4982,0.1284728374,1.8843115852,4983,GA,Early County,13099,13,1701,2495,17,40.4,59.2,0.4,4,4213
4983,0.1885018022,1.7998062837,4984,TX,Falls County,48145,48,2427,3454,21,41.1,58.5,0.4,4,5902
4984,0.3339980384,3.3445604853,4985,LA,Rapides Parish,22079,22,18904,34492,673,35,63.8,1.2,3,54069
4985,0.2647558036,2.3859153142,4986,TX,McCulloch County,48307,48,745,2465,10,23.1,76.6,0.3,2,3220
4986,0.27909149,3.0052346002,4987,TX,San Saba County,48411,48,529,1849,8,22.2,77.5,0.3,2,2386
4987,0.1122419089,1.693466152,4988,GA,Berrien County,13019,13,1638,3917,44,29.3,70,0.8,2,5599
4988,0.2219503801,3.2887304025,4989,GA,Ware County,13299,13,3448,7791,42,30.6,69.1,0.4,3,11281
4989,0.1743387404,1.9659882891,4990,TX,Lampasas County,48281,48,1593,5422,10,22.7,77.2,0.1,2,7025
4990,0.0974050094,2.6419571978,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
4991,0.0854840461,1.8285748247,4992,GA,Baker County,13007,13,936,821,7,53.1,46.5,0.4,9,1764
4992,0.1259328739,1.7754631069,4993,GA,Mitchell County,13205,13,3360,3885,22,46.2,53.5,0.3,4,7267
4993,0.175538897,1.6817087331,4994,MS,Greene County,28041,28,1421,3850,28,26.8,72.7,0.5,2,5299
4994,0.1155281299,1.6717964421,4995,MS,Forrest County,28035,28,10220,16318,195,38.2,61,0.7,3,26733
4995,0.1222253095,1.5338120087,4996,MS,Lamar County,28073,28,3923,16410,132,19.2,80.2,0.6,1,20465
4996,0.1596378136,1.6642392239,4997,MS,Perry County,28111,28,1261,3747,22,25.1,74.5,0.4,2,5030
4997,0.1350637099,1.646376549,4998,MS,Marion County,28091,28,3888,7999,60,32.5,67,0.5,3,11947
4998,0.0845151603,1.5339089118,4999,GA,Atkinson County,13003,13,799,1666,5,32.3,67.4,0.2,3,2470
4999,0.1755396837,2.040241402,5000,TX,Trinity County,48455,48,2204,3985,24,35.5,64.1,0.4,3,6213
5000,1.1686608818,5.3092421265,5001,TX,Pecos County,48371,48,1242,3167,19,28,71.5,0.4,2,4428
5001,0.1095111849,1.8399053104,5002,GA,Brantley County,13025,13,1258,4333,30,22.4,77.1,0.5,2,5621
5002,0.1689234776,1.8987694397,5003,MS,Wilkinson County,28157,28,2794,1563,28,63.7,35.6,0.6,8,4385
4960,0.0003166692,0.1014768074,4961,GA,McIntosh County,13191,13,2523,2837,19,46.9,52.7,0.4,4,5379
5004,0.3285415725,2.7086618582,5005,LA,Vernon Parish,22115,22,4035,11032,162,26.5,72.4,1.1,2,15229
5005,0.2118435854,2.2413879649,5006,TX,Robertson County,48395,48,2979,3792,24,43.8,55.8,0.4,4,6795
5006,0.0570442529,1.1805514933,5007,GA,Cook County,13075,13,1733,3065,22,36,63.6,0.5,3,4820
5007,0.1788387814,1.7659172247,5008,MS,Amite County,28005,28,3012,4147,38,41.9,57.6,0.5,4,7197
5008,0.0996914119,1.2689704421,5009,MS,Pike County,28113,28,7881,8660,91,47.4,52.1,0.5,4,16632
5009,0.0989589147,1.5561706962,5010,MS,Walthall County,28147,28,2435,3888,29,38.3,61.2,0.5,3,6352
5010,0.2113563394,2.4612895618,5011,LA,Avoyelles Parish,22009,22,6976,8302,247,44.9,53.5,1.6,4,15525
4960,5.0024447098E-005,0.02969638,4961,GA,McIntosh County,13191,13,2523,2837,19,46.9,52.7,0.4,4,5379
5012,0.1364090828,1.6305584823,5013,GA,Colquitt County,13071,13,3378,8296,71,28.8,70.6,0.6,2,11745
4960,0.0001498316,0.0497739721,4961,GA,McIntosh County,13191,13,2523,2837,19,46.9,52.7,0.4,4,5379
4960,3.68028417933E-005,0.0264378979,4961,GA,McIntosh County,13191,13,2523,2837,19,46.9,52.7,0.4,4,5379
5015,0.2661244696,2.1733984409,5016,TX,Bell County,48027,48,27165,52135,424,34.1,65.4,0.5,3,79724
5016,0.4032399196,4.9548179722,5017,AL,Baldwin County,1003,1,15599,52971,750,22.5,76.4,1.1,2,69320
5017,0.1416489943,2.038680658,5018,AL,Houston County,1069,1,9144,26874,183,25.3,74.2,0.5,2,36201
4960,0.0001328067,0.0499563691,4961,GA,McIntosh County,13191,13,2523,2837,19,46.9,52.7,0.4,4,5379
5019,0.231673535,2.4493601108,5020,AL,Escambia County,1053,1,3814,8513,68,30.8,68.7,0.5,3,12395
5020,0.0695087109,1.1706337868,5021,GA,Miller County,13201,13,736,1694,12,30.1,69.4,0.5,3,2442
4990,4.83615365077E-005,0.0274868743,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
4990,0.0005770676,0.1033439583,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
5023,0.1416858537,1.8304107422,5024,AL,Geneva County,1061,1,2113,8342,65,20.1,79.3,0.6,2,10520
5024,0.2321913621,3.061549612,5025,TX,Newton County,48351,48,2513,3159,28,44.1,55.4,0.5,4,5700
5025,0.2015970061,2.2016847501,5026,GA,Clinch County,13065,13,750,1501,15,33.1,66.2,0.7,3,2266
5026,0.0491362227,1.1407959142,5027,GA,Lanier County,13173,13,931,1641,15,36,63.4,0.6,3,2587
4990,5.0142623993E-005,0.0364249866,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
5028,0.3036635355,3.1364004874,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5029,0.1454064224,2.8276809815,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5030,0.2343138003,3.0690328865,5031,TX,Jasper County,48241,48,4471,8347,55,34.7,64.8,0.4,3,12873
4990,0.0003126632,0.074355416,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
5032,0.2684408827,2.5809522898,5033,TX,Polk County,48373,48,6964,13778,104,33.4,66.1,0.5,3,20846
4990,0.002285637,0.2509041759,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
4990,0.0023372547,0.2633791877,4991,GA,Glynn County,13127,13,8962,18608,126,32.4,67.2,0.5,3,27696
5035,0.2505398232,2.2742206145,5036,TX,Milam County,48331,48,3445,5291,47,39.2,60.2,0.5,3,8783
5036,0.5575999723,3.4324048244,5037,TX,Jeff Davis County,48243,48,378,764,25,32.4,65.5,2.1,3,1167
5037,0.1157989681,1.7128432284,5038,TX,Madison County,48313,48,1235,2837,29,30.1,69.2,0.7,3,4101
5038,0.2190831157,2.0125286663,5039,TX,Menard County,48327,48,331,761,11,30,69,1,3,1103
5039,0.3231537805,2.4517963642,5040,TX,Schleicher County,48413,48,312,1012,5,23.5,76.1,0.4,2,1329
5040,0.6865700799,4.6002851961,5041,TX,Crockett County,48105,48,473,1248,7,27.4,72.2,0.4,2,1728
5041,0.1520581354,1.715043335,5042,GA,Decatur County,13087,13,3577,5348,26,40,59.7,0.3,4,8951
5042,0.1121170339,1.3912749002,5043,GA,Grady County,13131,13,3092,5068,34,37.7,61.9,0.4,3,8194
5043,0.1218252258,1.8437802914,5044,GA,Brooks County,13027,13,2193,2912,11,42.9,56.9,0.2,4,5116
5044,0.1345964601,1.6099600164,5045,GA,Thomas County,13275,13,5997,9659,51,38.2,61.5,0.3,3,15707
5045,0.0630660784,1.2319904018,5046,GA,Seminole County,13253,13,1278,1977,20,39,60.4,0.6,3,3275
5046,0.1902744046,2.6144620486,5047,GA,Charlton County,13049,13,1064,2311,12,31.4,68.2,0.4,3,3387
5047,0.2298758602,2.2261363797,5048,TX,Tyler County,48457,48,2659,5043,43,34.3,65.1,0.6,3,7745
5048,0.1938389222,1.9776940887,5049,TX,Walker County,48471,48,5977,11710,135,33.5,65.7,0.8,3,17822
5049,0.0030647906,0.2772423206,5050,LA,West Feliciana Parish,22125,22,2214,2932,72,42.4,56.2,1.4,4,5218
5050,0.250229737,2.4449837103,5051,TX,Burnet County,48053,48,4147,11456,139,26.3,72.8,0.9,2,15742
5051,0.125035094,1.9642472035,5052,GA,Lowndes County,13185,13,12516,18981,157,39.5,60,0.5,3,31654
5029,0.0002670979,0.0687447026,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5053,0.1440162472,2.3873001113,5054,LA,Pointe Coupee Parish,22077,22,5712,5429,130,50.7,48.2,1.2,9,11271
5054,0.1997304275,2.2437242987,5055,MS,Pearl River County,28109,28,4472,14896,119,22.9,76.4,0.6,2,19487
5055,0.165601058,1.9063321178,5056,LA,Washington Parish,22117,22,6554,11006,281,36.7,61.7,1.6,3,17841
5056,0.1656746202,1.8569442238,5057,LA,Evangeline Parish,22039,22,5757,7949,273,41.2,56.9,2,4,13979
5057,0.2333846527,2.2020323465,5058,FL,Jackson County,12063,12,7555,12122,130,38.1,61.2,0.7,3,19807
5058,0.2008121102,2.0862818105,5059,LA,Tangipahoa Parish,22105,22,15345,26181,609,36.4,62.1,1.4,3,42135
5059,0.1630529488,3.5430644658,5060,FL,Escambia County,12033,12,48329,93566,1383,33.7,65.3,1,3,143278
5060,0.2498912254,3.4379717988,5061,FL,Santa Rosa County,12113,12,14659,52059,589,21.8,77.3,0.9,2,67307
5061,0.1197398581,1.4630626488,5062,MS,George County,28039,28,1724,6223,54,21.5,77.8,0.7,2,8001
5049,0.1016876226,1.9884537405,5050,LA,West Feliciana Parish,22125,22,2214,2932,72,42.4,56.2,1.4,4,5218
5063,0.0998332922,1.3977355601,5064,LA,Saint Helena Parish,22091,22,3173,2235,100,57.6,40.6,1.8,9,5508
5064,0.2239716093,2.4486044127,5065,FL,Okaloosa County,12091,12,19368,69693,695,21.6,77.6,0.8,2,89756
5065,0.1109831524,1.661344322,5066,LA,East Feliciana Parish,22037,22,4091,5021,89,44.5,54.6,1,4,9201
5066,0.1196699884,1.6760999701,5067,FL,Holmes County,12059,12,1810,6412,78,21.8,77.3,0.9,2,8300
5067,0.2609640099,3.5071882404,5068,FL,Walton County,12131,12,6213,17555,208,25.9,73.2,0.9,2,23976
5029,0.0001743797,0.050012356,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5029,0.0094849577,0.69236558,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5070,0.1435402366,2.3488532302,5071,TX,Brazos County,48041,48,16128,37594,587,29.7,69.2,1.1,3,54309
5029,6.90848074791E-005,0.0324440797,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5072,0.2287195535,1.9323294784,5073,TX,Mason County,48319,48,459,1600,18,22.1,77,0.9,2,2077
5073,0.2347792983,2.2606341048,5074,TX,Llano County,48299,48,2257,7241,65,23.6,75.7,0.7,2,9563
5074,0.1089697874,1.4348404516,5075,MS,Stone County,28131,28,1528,4146,61,26.6,72.3,1.1,2,5735
5075,0.275552113,2.3773665965,5076,TX,Williamson County,48491,48,43117,83284,1797,33.6,65,1.4,3,128198
5076,0.1524908742,2.0897679984,5077,TX,San Jacinto County,48407,48,2688,5394,43,33.1,66.4,0.5,3,8125
5077,0.1862639234,2.0090863566,5078,LA,Allen Parish,22003,22,3791,5140,193,41.5,56.3,2.1,4,9124
5078,0.2844418315,2.7668589189,5079,LA,Beauregard Parish,22011,22,3666,9470,145,27.6,71.3,1.1,2,13281
5079,0.1029316847,1.6200936714,5080,GA,Echols County,13101,13,231,757,3,23.3,76.4,0.3,2,991
5080,0.1952723703,2.0977286025,5081,TX,Grimes County,48185,48,2713,5263,54,33.8,65.5,0.7,3,8030
5029,0.0001759325,0.0510643885,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5082,0.2282610612,2.7592355507,5083,LA,Saint Landry Parish,22097,22,18166,18315,279,49.4,49.8,0.8,5,36760
5029,0.0001737563,0.0581602979,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5084,0.1497439515,2.0851204725,5085,FL,Washington County,12133,12,2912,7369,85,28.1,71.1,0.8,2,10366
5085,0.155940314,2.9128066872,5086,FL,Nassau County,12089,12,8573,23783,387,26.2,72.6,1.2,2,32743
5029,0.000223317,0.0596798257,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5029,0.000434415,0.0785119533,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5029,6.89630597018E-005,0.0456554996,5030,GA,Camden County,13039,13,4637,9488,50,32.7,66.9,0.4,3,14175
5089,0.1782037097,2.0259223207,5090,MS,Jackson County,28059,28,15572,35134,343,30.5,68.8,0.7,3,51049
5090,0.1639709528,2.1081691324,5091,TX,Burleson County,48051,48,2276,4405,40,33.9,65.5,0.6,3,6721
5085,0.0004983502,0.1868969978,5086,FL,Nassau County,12089,12,8573,23783,387,26.2,72.6,1.2,2,32743
5092,0.1149422147,1.97370513,5093,LA,East Baton Rouge Parish,22033,22,82298,99943,1401,44.8,54.4,0.8,4,183642
5085,0.0008083441,0.1475537332,5086,FL,Nassau County,12089,12,8573,23783,387,26.2,72.6,1.2,2,32743
5094,0.270147039,2.594310762,5095,LA,Saint Tammany Parish,22103,22,24665,75139,788,24.5,74.7,0.8,2,100592
5095,0.1289415908,1.7869345174,5096,FL,Gadsden County,12039,12,14629,6253,102,69.7,29.8,0.5,8,20984
5096,0.3052751445,2.4766514461,5097,TX,Kimble County,48267,48,324,1482,10,17.8,81.6,0.6,1,1816
5085,0.0003795541,0.0889507142,5086,FL,Nassau County,12089,12,8573,23783,387,26.2,72.6,1.2,2,32743
5098,0.3464805951,2.5021474357,5099,TX,Sutton County,48435,48,280,1173,0,19.3,80.7,0,1,1453
5099,0.1711345304,2.113952859,5100,FL,Leon County,12073,12,83873,51615,891,61.5,37.8,0.7,8,136379
5028,0.0001761169,0.0527908654,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5101,0.1407004314,2.0459964061,5102,MS,Harrison County,28047,28,23076,39703,488,36.5,62.8,0.8,3,63267
5102,0.1490194899,2.1091845632,5103,FL,Jefferson County,12065,12,4135,3298,45,55.3,44.1,0.6,9,7478
5103,1.497454817,5.7396710516,5104,TX,Brewster County,48043,48,1729,1980,51,46,52.7,1.4,4,3760
5104,0.0491372792,1.3861521301,5105,LA,West Baton Rouge Parish,22121,22,4932,5822,81,45.5,53.7,0.7,4,10835
5105,0.5731950501,3.6830165941,5106,TX,Terrell County,48443,48,159,306,4,33.9,65.2,0.9,3,469
5106,0.1710426143,2.0433712726,5107,LA,Livingston Parish,22063,22,9895,33976,382,22.4,76.8,0.9,2,44253
5107,0.1739145791,2.038931709,5108,FL,Madison County,12079,12,4050,4191,63,48.8,50.5,0.8,4,8304
5108,0.1180935875,1.6880358257,5109,MS,Hancock County,28045,28,5107,12581,181,28.6,70.4,1,2,17869
5109,0.1250281388,1.9180255023,5110,FL,Hamilton County,12047,12,2260,2792,27,44.5,55,0.5,4,5079
5110,0.9320060861,4.7669886164,5111,TX,Presidio County,48377,48,1159,715,16,61.3,37.8,0.8,8,1890
5111,0.2650313072,2.4473663866,5112,TX,Montgomery County,48339,48,28628,104654,706,21.4,78.1,0.5,2,133988
5112,0.2509607587,2.3525995962,5113,TX,Travis County,48453,48,197235,147885,6993,56,42,2,9,352113
5113,0.1397368146,1.8676993632,5114,FL,Calhoun County,12013,12,2116,3782,65,35.5,63.4,1.1,3,5963
5114,0.2047432608,2.7296855155,5115,FL,Liberty County,12077,12,1070,1927,24,35.4,63.8,0.8,3,3021
5115,0.1942042163,2.3666781774,5116,FL,Columbia County,12023,12,8031,16758,202,32.1,67.1,0.8,3,24991
5085,0.0008364602,0.1400564094,5086,FL,Nassau County,12089,12,8573,23783,387,26.2,72.6,1.2,2,32743
5117,0.1214420382,2.850285161,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5118,0.1432553273,1.6905572924,5119,FL,Baker County,12003,12,2180,7738,37,21.9,77.7,0.4,2,9955
5119,0.1678875346,4.0851427412,5120,FL,Bay County,12005,12,21068,53404,552,28.1,71.2,0.7,2,75024
5117,0.0001062592,0.0465728092,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5121,0.1546321045,1.8992780205,5122,TX,Lee County,48287,48,1899,4160,29,31.2,68.3,0.5,3,6088
5117,0.0009793225,0.1385486714,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5123,0.2182354701,2.1666631986,5124,TX,Hardin County,48199,48,5608,15030,72,27.1,72.6,0.3,2,20710
5117,0.0025065052,0.3505228237,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5125,0.2579693537,2.1521169791,5126,TX,Gillespie County,48171,48,2104,9297,152,18.2,80.5,1.3,1,11553
5126,0.171581325,1.6668029181,5127,TX,Blanco County,48031,48,1267,3277,40,27.6,71.5,0.9,2,4584
5127,0.1469194736,2.5332044203,5128,LA,Saint Martin Parish,22099,22,10321,12095,408,45.2,53,1.8,4,22824
5117,4.02361425687E-005,0.0282670131,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5129,0.158440388,2.1443601613,5130,LA,Iberville Parish,22047,22,8259,6333,235,55.7,42.7,1.6,9,14827
5130,0.2859846686,2.317543955,5131,TX,Liberty County,48291,48,6780,14821,90,31.3,68.3,0.4,3,21691
5131,0.2653307139,2.8016834021,5132,LA,Calcasieu Parish,22019,22,32864,46075,759,41.2,57.8,1,4,79698
5132,0.1601341389,2.2531506003,5133,LA,Jefferson Davis Parish,22053,22,4745,8055,207,36.5,61.9,1.6,3,13007
5133,0.1594801936,1.8669039933,5134,LA,Acadia Parish,22001,22,8937,16083,210,35.4,63.7,0.8,3,25230
5134,0.1684940081,1.951335607,5135,FL,Suwannee County,12121,12,4522,11153,127,28.6,70.6,0.8,2,15802
5117,0.00130307,0.1536118209,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5136,0.2158267463,1.8354172034,5137,TX,Bastrop County,48021,48,9794,13290,357,41.8,56.7,1.5,4,23441
5064,0.003051652,0.2995823281,5065,FL,Okaloosa County,12091,12,19368,69693,695,21.6,77.6,0.8,2,89756
5117,0.000565376,0.1664183635,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5064,0.0022505195,0.5829995849,5065,FL,Okaloosa County,12091,12,19368,69693,695,21.6,77.6,0.8,2,89756
5117,0.0574737932,1.6111377129,5118,FL,Duval County,12031,12,158610,220190,2261,41.6,57.8,0.6,4,381061
5141,0.1512982764,2.2876029508,5142,TX,Washington County,48477,48,3389,9597,77,25.9,73.5,0.6,2,13063
5060,0.0004428294,0.1200041381,5061,FL,Santa Rosa County,12113,12,14659,52059,589,21.8,77.3,0.9,2,67307
5028,0.000086446,0.0412299882,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5059,0.0040765817,0.9729015805,5060,FL,Escambia County,12033,12,48329,93566,1383,33.7,65.3,1,3,143278
5101,0.0004194359,0.1278054493,5102,MS,Harrison County,28047,28,23076,39703,488,36.5,62.8,0.8,3,63267
5028,2.83288986588E-005,0.0206806035,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5147,0.0653140037,1.4233430543,5148,LA,Lafayette Parish,22055,22,31210,57732,981,34.7,64.2,1.1,3,89923
5028,0.000027732,0.0201451501,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5028,3.47563094092E-005,0.0222295639,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5028,0.0003657369,0.1066748171,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5028,4.04243443464E-005,0.0265516993,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5101,4.68562999655E-005,0.0251717223,5102,MS,Harrison County,28047,28,23076,39703,488,36.5,62.8,0.8,3,63267
5028,3.99443606592E-005,0.0273275374,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5154,0.1631003206,1.7806426715,5155,TX,Hays County,48209,48,20110,27021,692,42.1,56.5,1.4,4,47823
5155,0.0736535026,1.4789432478,5156,LA,Ascension Parish,22005,22,13955,24661,484,35.7,63.1,1.2,3,39100
5028,2.3994680301E-005,0.0180706865,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5089,7.41878938383E-005,0.0356677182,5090,MS,Jackson County,28059,28,15572,35134,343,30.5,68.8,0.7,3,51049
5028,5.23976164975E-005,0.0269634289,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5028,3.57102995177E-005,0.0222623919,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5089,0.0001445816,0.0587637679,5090,MS,Jackson County,28059,28,15572,35134,343,30.5,68.8,0.7,3,51049
5161,0.2535583592,2.5113954979,5162,FL,Taylor County,12123,12,3049,5467,65,35.5,63.7,0.8,3,8581
5162,0.1486341504,2.3693441992,5163,FL,Wakulla County,12129,12,4896,6777,90,41.6,57.6,0.8,4,11763
5016,0.0004160814,0.1604775406,5017,AL,Baldwin County,1003,1,15599,52971,750,22.5,76.4,1.1,2,69320
5164,0.0846069714,1.5139331977,5165,LA,Saint John the Baptist Parish,22095,22,10305,9039,273,52.5,46.1,1.4,9,19617
5028,2.46948681243E-005,0.0191190737,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5166,0.7841485711,4.3715684837,5167,TX,Val Verde County,48465,48,4757,6968,70,40.3,59.1,0.6,4,11795
5167,0.5113905552,3.3062787212,5168,TX,Edwards County,48137,48,217,745,1,22.5,77.4,0.1,2,963
5168,0.2686909552,2.5751433254,5169,TX,Kerr County,48265,48,4557,16538,151,21.4,77.8,0.7,2,21246
5016,9.84605504858E-005,0.0505708049,5017,AL,Baldwin County,1003,1,15599,52971,750,22.5,76.4,1.1,2,69320
5028,0.0002122797,0.0820399169,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5171,0.1326443069,1.8297855649,5172,FL,Lafayette County,12067,12,845,2460,20,25.4,74,0.6,2,3325
5028,0.0018598282,0.5128106339,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5089,0.001937106,0.4948549028,5090,MS,Jackson County,28059,28,15572,35134,343,30.5,68.8,0.7,3,51049
5174,0.1472602553,3.1124527403,5175,FL,Saint Johns County,12109,12,26399,59196,695,30.6,68.6,0.8,3,86290
5101,0.0014740958,0.3318137306,5102,MS,Harrison County,28047,28,23076,39703,488,36.5,62.8,0.8,3,63267
5101,0.0002784923,0.0734869583,5102,MS,Harrison County,28047,28,23076,39703,488,36.5,62.8,0.8,3,63267
5177,0.0920776092,1.6591299083,5178,TX,Orange County,48361,48,11476,20292,140,36,63.6,0.4,3,31908
5178,0.1251874436,2.3622340186,5179,TX,Waller County,48473,48,6145,7679,57,44.3,55.3,0.4,4,13881
5179,0.0990036332,1.5516911447,5180,LA,Saint Charles Parish,22089,22,8856,14747,234,37.2,61.9,1,3,23837
5180,0.111266988,2.6855311536,5181,LA,Jefferson Parish,22051,22,72136,117882,1645,37.6,61.5,0.9,3,191663
5028,0.0001043163,0.0504986244,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5101,0.0003375779,0.1112251894,5102,MS,Harrison County,28047,28,23076,39703,488,36.5,62.8,0.8,3,63267
5089,0.0008430027,0.2192420669,5090,MS,Jackson County,28059,28,15572,35134,343,30.5,68.8,0.7,3,51049
5184,0.1413412054,2.4163301047,5185,FL,Gulf County,12045,12,2407,4805,65,33.1,66,0.9,3,7277
5028,9.58467298975E-005,0.0392497527,5029,AL,Mobile County,1097,1,63732,92014,1025,40.7,58.7,0.7,4,156771
5186,0.0847104766,1.8898097805,5187,LA,Orleans Parish,22071,22,152610,42847,1646,77.4,21.7,0.8,7,197103
5187,0.1521897684,1.9949146984,5188,FL,Clay County,12019,12,18971,62078,446,23.3,76.2,0.5,2,81495
5188,0.2402410147,2.4236648083,5189,TX,Jefferson County,48245,48,47066,44423,377,51.2,48.4,0.4,9,91866
5189,0.4289179631,3.3387875385,5190,TX,Harris County,48201,48,475865,584723,7380,44.6,54.8,0.7,4,1067968
5190,6.1134362189E-005,0.0344653425,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5191,0.0618131462,1.2206646485,5192,LA,Saint James Parish,22093,22,6407,4545,156,57.7,40.9,1.4,9,11108
5190,0.000327537,0.0967760494,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5193,0.2313237574,2.041223038,5194,TX,Fayette County,48149,48,2803,7527,67,27,72.4,0.6,2,10397
5190,0.000043989,0.0254310815,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5190,0.0005111075,0.1115399758,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5196,0.3154543266,3.2701883044,5197,LA,Vermilion Parish,22113,22,9085,15069,398,37,61.4,1.6,3,24552
5119,0.0158607981,1.2316634634,5120,FL,Bay County,12005,12,21068,53404,552,28.1,71.2,0.7,2,75024
5198,0.0720299018,1.4266810484,5199,FL,Bradford County,12007,12,3224,7557,54,29.8,69.7,0.5,3,10835
5199,0.0608611974,1.1285459301,5200,FL,Union County,12125,12,1251,3396,28,26.8,72.6,0.6,2,4675
5200,0.1609099306,1.5767637708,5201,TX,Kendall County,48259,48,2532,11434,106,18,81.3,0.8,1,14072
5190,0.0001074086,0.04364088,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5190,8.85856309865E-005,0.0353723007,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5119,0.0008034432,0.2221599632,5120,FL,Bay County,12005,12,21068,53404,552,28.1,71.2,0.7,2,75024
5204,0.1250707655,2.3569183139,5205,LA,Iberia Parish,22045,22,12426,19420,427,38.5,60.2,1.3,3,32273
5190,4.71209312912E-005,0.0259512369,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5190,0.0017586289,0.3808552425,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
5162,0.0001360817,0.0496378729,5163,FL,Wakulla County,12129,12,4896,6777,90,41.6,57.6,0.8,4,11763
5190,0.0018562615,0.3978624812,5191,LA,Saint Bernard Parish,22087,22,9956,19597,285,33.4,65.7,1,3,29838
